ID,模块,子模块/页面,角色,前置条件,用例标题,输入/操作,期望结果,等级,类型,关联接口/组件,备注
DEVICE_LIFE_041,设备生命周期,温湿度传感器管理,实施操作员,温湿度传感器设备可用,温湿度传感器生命周期测试6,温湿度传感器相关操作6,温湿度传感器操作成功6,P1,功能,DeviceLifecycleController#method,温湿度传感器特定测试
DEVICE_LIFE_042,设备生命周期,温湿度传感器管理,实施操作员,温湿度传感器设备可用,温湿度传感器生命周期测试7,温湿度传感器相关操作7,温湿度传感器操作成功7,P1,功能,DeviceLifecycleController#method,温湿度传感器特定测试
DEVICE_LIFE_043,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试1,光照传感器相关操作1,光照传感器操作成功1,P0,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_044,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试2,光照传感器相关操作2,光照传感器操作成功2,P0,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_045,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试3,光照传感器相关操作3,光照传感器操作成功3,P0,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_046,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试4,光照传感器相关操作4,光照传感器操作成功4,P1,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_047,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试5,光照传感器相关操作5,光照传感器操作成功5,P1,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_048,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试6,光照传感器相关操作6,光照传感器操作成功6,P1,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_049,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试7,光照传感器相关操作7,光照传感器操作成功7,P1,功能,DeviceLifecycleController#method,光照传感器特定测试
STRATEGY_LIFE_001,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例1,策略生命周期操作1,策略执行正确1,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_002,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例2,策略生命周期操作2,策略执行正确2,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_003,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例3,策略生命周期操作3,策略执行正确3,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_004,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例4,策略生命周期操作4,策略执行正确4,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_005,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例5,策略生命周期操作5,策略执行正确5,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_006,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例6,策略生命周期操作6,策略执行正确6,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_007,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例7,策略生命周期操作7,策略执行正确7,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_008,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例8,策略生命周期操作8,策略执行正确8,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_009,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例9,策略生命周期操作9,策略执行正确9,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_010,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例10,策略生命周期操作10,策略执行正确10,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_011,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例11,策略生命周期操作11,策略执行正确11,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_012,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例12,策略生命周期操作12,策略执行正确12,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_013,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例13,策略生命周期操作13,策略执行正确13,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_014,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例14,策略生命周期操作14,策略执行正确14,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_015,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例15,策略生命周期操作15,策略执行正确15,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_016,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例16,策略生命周期操作16,策略执行正确16,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_017,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例17,策略生命周期操作17,策略执行正确17,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_018,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例18,策略生命周期操作18,策略执行正确18,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_019,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例19,策略生命周期操作19,策略执行正确19,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_020,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例20,策略生命周期操作20,策略执行正确20,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_021,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例21,策略生命周期操作21,策略执行正确21,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_022,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例22,策略生命周期操作22,策略执行正确22,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_023,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例23,策略生命周期操作23,策略执行正确23,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_024,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例24,策略生命周期操作24,策略执行正确24,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_025,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例25,策略生命周期操作25,策略执行正确25,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_026,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例26,策略生命周期操作26,策略执行正确26,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_027,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例27,策略生命周期操作27,策略执行正确27,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_028,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例28,策略生命周期操作28,策略执行正确28,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_029,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例29,策略生命周期操作29,策略执行正确29,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_030,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例30,策略生命周期操作30,策略执行正确30,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_031,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例31,策略生命周期操作31,策略执行正确31,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_032,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例32,策略生命周期操作32,策略执行正确32,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_033,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例33,策略生命周期操作33,策略执行正确33,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_034,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例34,策略生命周期操作34,策略执行正确34,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_035,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例35,策略生命周期操作35,策略执行正确35,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_036,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例36,策略生命周期操作36,策略执行正确36,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_037,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例37,策略生命周期操作37,策略执行正确37,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_038,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例38,策略生命周期操作38,策略执行正确38,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_039,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例39,策略生命周期操作39,策略执行正确39,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_040,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例40,策略生命周期操作40,策略执行正确40,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_041,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例41,策略生命周期操作41,策略执行正确41,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_042,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例42,策略生命周期操作42,策略执行正确42,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_043,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例43,策略生命周期操作43,策略执行正确43,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_044,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例44,策略生命周期操作44,策略执行正确44,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_045,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例45,策略生命周期操作45,策略执行正确45,P1,功能,StrategyLifecycleController#method,
METERING_001,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例1,计量绑定操作1,计量绑定成功1,P1,功能,MeteringController#method,
METERING_002,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例2,计量绑定操作2,计量绑定成功2,P1,功能,MeteringController#method,
METERING_003,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例3,计量绑定操作3,计量绑定成功3,P1,功能,MeteringController#method,
METERING_004,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例4,计量绑定操作4,计量绑定成功4,P1,功能,MeteringController#method,
METERING_005,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例5,计量绑定操作5,计量绑定成功5,P1,功能,MeteringController#method,
METERING_006,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例6,计量绑定操作6,计量绑定成功6,P1,功能,MeteringController#method,
METERING_007,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例7,计量绑定操作7,计量绑定成功7,P1,功能,MeteringController#method,
METERING_008,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例8,计量绑定操作8,计量绑定成功8,P1,功能,MeteringController#method,
METERING_009,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例9,计量绑定操作9,计量绑定成功9,P1,功能,MeteringController#method,
METERING_010,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例10,计量绑定操作10,计量绑定成功10,P1,功能,MeteringController#method,
METERING_011,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例11,计量绑定操作11,计量绑定成功11,P1,功能,MeteringController#method,
METERING_012,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例12,计量绑定操作12,计量绑定成功12,P1,功能,MeteringController#method,
METERING_013,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例13,计量绑定操作13,计量绑定成功13,P1,功能,MeteringController#method,
METERING_014,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例14,计量绑定操作14,计量绑定成功14,P1,功能,MeteringController#method,
METERING_015,计量绑定管理,电表绑定,实施操作员,电表设备可用,计量绑定测试用例15,计量绑定操作15,计量绑定成功15,P1,功能,MeteringController#method,
METERING_016,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例16,计量绑定操作16,计量绑定成功16,P1,功能,MeteringController#method,
METERING_017,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例17,计量绑定操作17,计量绑定成功17,P1,功能,MeteringController#method,
METERING_018,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例18,计量绑定操作18,计量绑定成功18,P1,功能,MeteringController#method,
METERING_019,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例19,计量绑定操作19,计量绑定成功19,P1,功能,MeteringController#method,
METERING_020,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例20,计量绑定操作20,计量绑定成功20,P1,功能,MeteringController#method,
METERING_021,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例21,计量绑定操作21,计量绑定成功21,P1,功能,MeteringController#method,
METERING_022,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例22,计量绑定操作22,计量绑定成功22,P1,功能,MeteringController#method,
METERING_023,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例23,计量绑定操作23,计量绑定成功23,P1,功能,MeteringController#method,
METERING_024,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例24,计量绑定操作24,计量绑定成功24,P1,功能,MeteringController#method,
METERING_025,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例25,计量绑定操作25,计量绑定成功25,P1,功能,MeteringController#method,
METERING_026,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例26,计量绑定操作26,计量绑定成功26,P1,功能,MeteringController#method,
METERING_027,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例27,计量绑定操作27,计量绑定成功27,P1,功能,MeteringController#method,
METERING_028,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例28,计量绑定操作28,计量绑定成功28,P1,功能,MeteringController#method,
METERING_029,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例29,计量绑定操作29,计量绑定成功29,P1,功能,MeteringController#method,
METERING_030,计量绑定管理,计量统计,实施操作员,电表设备可用,计量绑定测试用例30,计量绑定操作30,计量绑定成功30,P1,功能,MeteringController#method,
MANUAL_001,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例1,手动模式操作1,手动模式切换成功1,P1,功能,ManualModeController#method,
MANUAL_002,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例2,手动模式操作2,手动模式切换成功2,P1,功能,ManualModeController#method,
MANUAL_003,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例3,手动模式操作3,手动模式切换成功3,P1,功能,ManualModeController#method,
MANUAL_004,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例4,手动模式操作4,手动模式切换成功4,P1,功能,ManualModeController#method,
MANUAL_005,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例5,手动模式操作5,手动模式切换成功5,P1,功能,ManualModeController#method,
MANUAL_006,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例6,手动模式操作6,手动模式切换成功6,P1,功能,ManualModeController#method,
MANUAL_007,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例7,手动模式操作7,手动模式切换成功7,P1,功能,ManualModeController#method,
MANUAL_008,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例8,手动模式操作8,手动模式切换成功8,P1,功能,ManualModeController#method,
MANUAL_009,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例9,手动模式操作9,手动模式切换成功9,P1,功能,ManualModeController#method,
MANUAL_010,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例10,手动模式操作10,手动模式切换成功10,P1,功能,ManualModeController#method,
MANUAL_011,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例11,手动模式操作11,手动模式切换成功11,P1,功能,ManualModeController#method,
MANUAL_012,手动模式联动,手动控制,门店店长,设备支持手动模式,手动模式测试用例12,手动模式操作12,手动模式切换成功12,P1,功能,ManualModeController#method,
MANUAL_013,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例13,手动模式操作13,手动模式切换成功13,P1,功能,ManualModeController#method,
MANUAL_014,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例14,手动模式操作14,手动模式切换成功14,P1,功能,ManualModeController#method,
MANUAL_015,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例15,手动模式操作15,手动模式切换成功15,P1,功能,ManualModeController#method,
MANUAL_016,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例16,手动模式操作16,手动模式切换成功16,P1,功能,ManualModeController#method,
MANUAL_017,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例17,手动模式操作17,手动模式切换成功17,P1,功能,ManualModeController#method,
MANUAL_018,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例18,手动模式操作18,手动模式切换成功18,P1,功能,ManualModeController#method,
MANUAL_019,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例19,手动模式操作19,手动模式切换成功19,P1,功能,ManualModeController#method,
MANUAL_020,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例20,手动模式操作20,手动模式切换成功20,P1,功能,ManualModeController#method,
MANUAL_021,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例21,手动模式操作21,手动模式切换成功21,P1,功能,ManualModeController#method,
MANUAL_022,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例22,手动模式操作22,手动模式切换成功22,P1,功能,ManualModeController#method,
MANUAL_023,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例23,手动模式操作23,手动模式切换成功23,P1,功能,ManualModeController#method,
MANUAL_024,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例24,手动模式操作24,手动模式切换成功24,P1,功能,ManualModeController#method,
MANUAL_025,手动模式联动,模式切换,门店店长,设备支持手动模式,手动模式测试用例25,手动模式操作25,手动模式切换成功25,P1,功能,ManualModeController#method,
COMM_STRATEGY_001,商业化策略,策略授权,超级管理员,商业化功能已启用,商业化策略测试用例1,商业化策略操作1,商业化策略配置成功1,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_002,商业化策略,策略授权,超级管理员,商业化功能已启用,商业化策略测试用例2,商业化策略操作2,商业化策略配置成功2,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_003,商业化策略,策略授权,超级管理员,商业化功能已启用,商业化策略测试用例3,商业化策略操作3,商业化策略配置成功3,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_004,商业化策略,策略授权,超级管理员,商业化功能已启用,商业化策略测试用例4,商业化策略操作4,商业化策略配置成功4,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_005,商业化策略,策略授权,超级管理员,商业化功能已启用,商业化策略测试用例5,商业化策略操作5,商业化策略配置成功5,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_006,商业化策略,策略授权,超级管理员,商业化功能已启用,商业化策略测试用例6,商业化策略操作6,商业化策略配置成功6,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_007,商业化策略,策略授权,超级管理员,商业化功能已启用,商业化策略测试用例7,商业化策略操作7,商业化策略配置成功7,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_008,商业化策略,策略授权,超级管理员,商业化功能已启用,商业化策略测试用例8,商业化策略操作8,商业化策略配置成功8,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_009,商业化策略,策略授权,超级管理员,商业化功能已启用,商业化策略测试用例9,商业化策略操作9,商业化策略配置成功9,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_010,商业化策略,策略授权,超级管理员,商业化功能已启用,商业化策略测试用例10,商业化策略操作10,商业化策略配置成功10,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_011,商业化策略,权限管理,超级管理员,商业化功能已启用,商业化策略测试用例11,商业化策略操作11,商业化策略配置成功11,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_012,商业化策略,权限管理,超级管理员,商业化功能已启用,商业化策略测试用例12,商业化策略操作12,商业化策略配置成功12,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_013,商业化策略,权限管理,超级管理员,商业化功能已启用,商业化策略测试用例13,商业化策略操作13,商业化策略配置成功13,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_014,商业化策略,权限管理,超级管理员,商业化功能已启用,商业化策略测试用例14,商业化策略操作14,商业化策略配置成功14,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_015,商业化策略,权限管理,超级管理员,商业化功能已启用,商业化策略测试用例15,商业化策略操作15,商业化策略配置成功15,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_016,商业化策略,权限管理,超级管理员,商业化功能已启用,商业化策略测试用例16,商业化策略操作16,商业化策略配置成功16,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_017,商业化策略,权限管理,超级管理员,商业化功能已启用,商业化策略测试用例17,商业化策略操作17,商业化策略配置成功17,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_018,商业化策略,权限管理,超级管理员,商业化功能已启用,商业化策略测试用例18,商业化策略操作18,商业化策略配置成功18,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_019,商业化策略,权限管理,超级管理员,商业化功能已启用,商业化策略测试用例19,商业化策略操作19,商业化策略配置成功19,P1,功能,CommercialStrategyController#method,
COMM_STRATEGY_020,商业化策略,权限管理,超级管理员,商业化功能已启用,商业化策略测试用例20,商业化策略操作20,商业化策略配置成功20,P1,功能,CommercialStrategyController#method,
FAULT_PERM_001,故障权限管理,权限配置,超级管理员,故障权限功能已启用,故障权限测试用例1,故障权限操作1,故障权限配置成功1,P1,权限,FaultPermissionController#method,
FAULT_PERM_002,故障权限管理,权限配置,超级管理员,故障权限功能已启用,故障权限测试用例2,故障权限操作2,故障权限配置成功2,P1,权限,FaultPermissionController#method,
FAULT_PERM_003,故障权限管理,权限配置,超级管理员,故障权限功能已启用,故障权限测试用例3,故障权限操作3,故障权限配置成功3,P1,权限,FaultPermissionController#method,
FAULT_PERM_004,故障权限管理,权限配置,超级管理员,故障权限功能已启用,故障权限测试用例4,故障权限操作4,故障权限配置成功4,P1,权限,FaultPermissionController#method,
FAULT_PERM_005,故障权限管理,权限配置,超级管理员,故障权限功能已启用,故障权限测试用例5,故障权限操作5,故障权限配置成功5,P1,权限,FaultPermissionController#method,
FAULT_PERM_006,故障权限管理,权限配置,超级管理员,故障权限功能已启用,故障权限测试用例6,故障权限操作6,故障权限配置成功6,P1,权限,FaultPermissionController#method,
FAULT_PERM_007,故障权限管理,权限配置,超级管理员,故障权限功能已启用,故障权限测试用例7,故障权限操作7,故障权限配置成功7,P1,权限,FaultPermissionController#method,
FAULT_PERM_008,故障权限管理,权限配置,超级管理员,故障权限功能已启用,故障权限测试用例8,故障权限操作8,故障权限配置成功8,P1,权限,FaultPermissionController#method,
FAULT_PERM_009,故障权限管理,权限审核,超级管理员,故障权限功能已启用,故障权限测试用例9,故障权限操作9,故障权限配置成功9,P1,权限,FaultPermissionController#method,
FAULT_PERM_010,故障权限管理,权限审核,超级管理员,故障权限功能已启用,故障权限测试用例10,故障权限操作10,故障权限配置成功10,P1,权限,FaultPermissionController#method,
FAULT_PERM_011,故障权限管理,权限审核,超级管理员,故障权限功能已启用,故障权限测试用例11,故障权限操作11,故障权限配置成功11,P1,权限,FaultPermissionController#method,
FAULT_PERM_012,故障权限管理,权限审核,超级管理员,故障权限功能已启用,故障权限测试用例12,故障权限操作12,故障权限配置成功12,P1,权限,FaultPermissionController#method,
FAULT_PERM_013,故障权限管理,权限审核,超级管理员,故障权限功能已启用,故障权限测试用例13,故障权限操作13,故障权限配置成功13,P1,权限,FaultPermissionController#method,
FAULT_PERM_014,故障权限管理,权限审核,超级管理员,故障权限功能已启用,故障权限测试用例14,故障权限操作14,故障权限配置成功14,P1,权限,FaultPermissionController#method,
FAULT_PERM_015,故障权限管理,权限审核,超级管理员,故障权限功能已启用,故障权限测试用例15,故障权限操作15,故障权限配置成功15,P1,权限,FaultPermissionController#method,
PROD_MGMT_001,品类产品管理,品类管理,超级管理员,产品管理权限已授权,品类产品管理测试用例1,品类产品操作1,品类产品配置成功1,P2,功能,ProductManagementController#method,
PROD_MGMT_002,品类产品管理,品类管理,超级管理员,产品管理权限已授权,品类产品管理测试用例2,品类产品操作2,品类产品配置成功2,P2,功能,ProductManagementController#method,
PROD_MGMT_003,品类产品管理,品类管理,超级管理员,产品管理权限已授权,品类产品管理测试用例3,品类产品操作3,品类产品配置成功3,P2,功能,ProductManagementController#method,
PROD_MGMT_004,品类产品管理,品类管理,超级管理员,产品管理权限已授权,品类产品管理测试用例4,品类产品操作4,品类产品配置成功4,P2,功能,ProductManagementController#method,
PROD_MGMT_005,品类产品管理,品类管理,超级管理员,产品管理权限已授权,品类产品管理测试用例5,品类产品操作5,品类产品配置成功5,P2,功能,ProductManagementController#method,
